ID,D,T,AtmPr,WindD,WindS,Gust,WaveH,WaveP,WaveD,Hmax,AirT,SeaT,Hum,Code
A2,58,16,1018.066,228,3.415,4.668,0.625,4.219,325,0.781,8.604,9.543,49.316,0.0
A2,58,17,1018.237,187,5.009,6.831,0.625,4.453,215,0.938,7.871,9.448,53.516,0.0
A2,58,18,1018.066,190,5.009,7.514,0.547,3.984,89,0.938,7.822,9.357,54.199,0.0
A2,58,19,1018.237,208,9.563,12.409,0.547,4.336,125,0.781,7.822,9.357,62.598,0.0
A2,58,20,1018.64,213,11.726,14.345,0.469,3.867,150,0.625,7.773,9.163,63.574,0.0
A2,58,21,1018.774,206,11.499,13.434,0.547,3.281,197,0.781,7.969,9.197,67.871,0.0
A2,58,22,1018.823,200,11.043,14.117,0.625,3.398,193,0.781,8.066,9.223,66.504,0.0
A2,58,23,1018.567,208,11.84,14.686,0.703,3.516,198,0.938,8.164,9.164,68.359,0.0
A2,59,0,1018.652,212,11.385,14.117,0.625,3.398,195,0.781,7.969,9.166,60.938,0.0
A2,59,1,1018.335,206,10.019,13.889,0.703,3.398,205,0.938,7.871,9.099,61.523,0.0
A2,59,2,1017.847,199,9.336,11.612,0.703,3.398,208,0.938,7.676,9.15,63.867,0.0
A2,59,3,1017.31,185,7.855,10.246,0.703,3.398,201,0.781,7.578,9.164,68.75,0.0
A2,59,4,1016.833,174,12.182,16.622,0.625,3.516,205,0.781,7.773,9.142,63.672,0.0
A2,59,5,1016.76,169,12.523,16.28,0.625,3.281,187,0.781,7.773,9.064,65.527,0.0
A2,59,6,1016.589,165,14.686,17.76,0.703,3.281,179,0.781,7.676,9.088,66.113,0.0
A2,59,7,1016.895,168,14.686,18.329,0.703,3.281,176,0.781,7.578,9.088,70.41,0.0
A2,59,8,1017.114,157,14.573,20.379,0.625,3.516,172,0.781,7.432,9.053,71.484,0.0
A2,59,9,1016.797,148,14.459,18.671,0.859,3.633,166,1.094,7.48,9.086,70.02,0.0
A2,59,10,1016.553,159,15.939,19.468,1.016,3.867,165,1.563,7.725,9.117,68.555,0.0
A2,59,11,1016.284,153,15.028,19.013,1.016,3.867,162,1.406,7.822,9.133,75.586,0.0
A2,59,12,1015.93,159,15.711,20.834,1.172,3.867,163,1.719,8.262,9.144,73.535,0.0
A2,59,13,1015.833,168,14.8,21.517,1.094,3.867,160,1.406,8.457,9.168,72.559,0.0
A2,59,14,1015.21,157,15.597,21.062,1.25,3.867,165,2.031,8.555,9.161,74.707,0.0
A2,59,15,1014.514,148,13.776,18.102,1.328,3.984,167,1.719,8.75,9.128,72.168,0.0
A2,59,16,1013.647,144,15.597,19.013,1.328,3.867,170,1.719,8.994,9.126,71.777,0.0
A2,59,17,1013.11,138,15.369,17.988,1.25,3.867,169,1.719,9.189,9.146,71.289,0.0
A2,59,18,1012.903,124,12.182,16.053,1.172,3.867,167,1.25,9.385,9.137,74.414,0.0
A2,59,19,1012.524,108,14.003,17.191,1.016,3.984,166,1.406,9.043,9.111,74.512,0.0
A2,59,20,1012.097,98,14.459,18.443,0.938,3.867,169,1.406,9.189,9.111,75.0,0.0
A2,59,21,1011.963,112,12.751,17.077,1.016,4.102,156,1.719,9.434,9.099,76.563,0.0
A2,59,22,1011.682,128,12.409,16.166,1.016,4.102,143,1.563,9.629,9.077,74.414,0.0
A2,59,23,1011.597,147,12.637,17.305,1.094,4.219,142,1.406,9.775,9.084,75.781,0.0
A2,60,0,1011.414,143,14.345,17.419,1.016,4.336,159,1.094,9.775,9.078,71.191,0.0
A2,60,1,1010.889,144,14.686,19.126,1.094,4.336,166,1.25,9.775,9.075,69.141,0.0
A2,60,2,1010.034,125,11.726,17.646,1.25,4.57,173,2.031,9.531,9.064,78.027,0.0
A2,60,3,1009.363,110,12.409,14.686,1.25,4.336,159,1.563,9.482,9.066,74.609,0.0
A2,60,4,1008.203,109,14.117,16.622,1.25,4.336,170,1.563,9.629,9.086,68.359,0.0
A2,60,5,1007.556,114,15.825,19.468,1.25,4.453,165,1.719,9.824,9.108,66.406,0.0
A2,60,6,1006.689,99,15.939,19.923,1.328,4.336,172,1.719,9.336,9.124,74.023,0.0
A2,60,7,1006.494,94,15.142,19.354,1.328,4.453,166,1.875,9.189,9.099,76.074,0.0
A2,60,8,1005.518,89,17.874,23.453,1.328,4.453,146,1.719,9.043,9.109,75.684,0.0
A2,60,9,1004.907,86,18.102,23.339,1.641,4.57,127,2.656,9.092,9.126,74.707,0.0
A2,60,10,1004.053,82,18.785,25.616,1.563,4.57,108,2.031,9.141,9.142,75.293,0.0
A2,60,11,1003.955,86,16.28,21.745,1.875,4.805,98,2.5,9.58,9.146,74.219,0.0
A2,60,12,1004.199,94,10.816,17.874,1.797,4.922,93,2.813,9.775,9.141,79.102,0.0
A2,60,13,1003.406,112,13.206,19.24,1.953,5.156,98,2.813,10.068,9.119,71.191,0.0
A2,60,14,1003.32,84,8.539,10.36,1.797,5.156,104,2.813,9.824,9.13,77.93,0.0
A2,60,15,1002.844,101,10.816,13.434,1.719,4.922,107,2.5,10.02,9.197,78.223,0.0
A2,60,16,1002.405,102,12.409,14.459,1.641,5.039,125,2.188,10.02,9.19,80.078,0.0
A2,60,17,1002.6,112,10.474,12.296,1.406,5.039,125,1.875,10.02,9.175,81.934,0.0
A2,60,18,1002.698,127,8.425,9.449,1.25,4.922,98,1.875,10.166,9.197,80.859,0.0
A2,60,19,1002.954,129,7.628,9.449,1.25,4.922,127,1.719,10.215,9.201,82.227,0.0
A2,60,20,1003.381,142,7.514,9.108,1.172,5.156,132,1.563,10.166,9.192,83.984,0.0
A2,60,21,1003.418,169,10.816,15.939,1.172,4.922,138,2.031,10.947,9.201,76.758,0.0
A2,60,22,1003.296,171,11.385,15.256,1.172,4.688,155,1.875,10.605,9.163,80.469,0.0
A2,60,23,1003.271,177,11.612,15.256,1.016,4.453,146,1.406,10.752,9.159,78.516,0.0
A2,61,0,1003.735,176,10.702,13.889,1.094,4.57,155,1.563,10.654,9.131,80.371,0.0
A2,61,1,1003.87,163,7.628,11.385,1.172,4.57,139,1.719,10.313,9.1,83.301,0.0
A2,61,2,1003.674,128,5.92,8.083,0.938,4.336,152,1.406,10.068,9.097,85.254,0.0
A2,61,3,1003.613,99,5.123,6.262,0.938,4.219,150,1.25,9.824,9.095,87.5,0.0
A2,61,4,1003.015,93,8.425,10.132,0.938,4.219,156,1.406,9.482,9.099,89.648,0.0
A2,61,5,1002.869,83,7.628,8.994,0.938,4.219,169,1.406,9.775,9.128,85.938,0.0
A2,61,6,1002.698,82,8.425,9.791,0.859,4.336,176,1.094,9.531,9.142,87.891,0.0
A2,61,8,1003.015,61,7.742,9.791,0.781,4.57,136,1.094,9.092,9.168,88.77,0.0
A2,61,9,1002.747,54,12.523,15.711,0.859,4.336,134,1.094,8.75,9.166,90.43,0.0
A2,61,10,1002.307,55,14.003,19.126,0.859,3.75,101,1.406,8.604,9.161,91.211,0.0
A2,61,11,1001.819,58,14.914,20.606,1.016,3.75,84,1.563,8.555,9.155,92.578,0.0
A2,61,12,1002.014,57,13.32,17.646,1.25,3.867,80,1.719,8.604,9.148,92.969,0.0
A2,61,13,1001.77,41,10.702,14.8,1.328,3.984,84,1.719,8.701,9.137,93.457,0.0
A2,61,14,1001.831,21,8.994,13.662,1.172,4.102,90,1.563,8.799,9.117,93.652,0.0
A2,61,15,1002.197,5,5.465,7.4,1.016,3.984,98,1.25,8.994,9.161,93.359,0.0
A2,61,16,1002.686,310,4.326,5.806,1.016,4.102,94,1.406,9.092,9.179,93.066,0.0
A2,61,17,1003.198,296,7.855,9.222,0.938,4.453,89,1.719,8.994,9.216,94.238,0.0
A2,61,18,1004.004,287,9.677,11.954,0.859,4.922,91,1.25,8.848,9.197,95.703,0.0
A2,61,19,1004.675,286,10.588,12.068,0.703,4.805,66,1.094,8.555,9.207,96.191,0.0
A2,61,20,1005.53,311,9.677,12.409,0.703,4.453,347,1.094,8.555,9.196,95.703,0.0
A2,61,21,1006.165,246,6.489,8.425,0.859,4.336,11,1.25,8.896,9.181,94.531,0.0
A2,61,22,1006.567,235,8.539,10.816,0.781,4.336,4,0.938,8.848,9.183,92.676,0.0
A2,61,23,1007.214,237,8.083,9.563,0.859,4.336,46,1.094,9.141,9.188,91.406,0.0
A2,62,0,1007.727,238,7.059,9.905,0.703,4.453,138,0.938,9.189,9.17,92.773,0.0
A2,62,1,1008.203,251,7.969,9.791,0.625,4.336,143,0.781,9.141,9.122,93.652,0.0
A2,62,2,1008.557,259,6.717,7.742,0.625,4.57,170,1.094,9.189,9.131,92.09,0.0
A2,62,3,1008.826,245,5.351,6.945,0.625,4.57,177,0.938,9.092,9.12,93.164,0.0
A2,62,4,1009.204,219,6.034,7.742,0.625,4.102,176,0.938,9.141,9.119,93.262,0.0
A2,62,5,1009.68,222,7.059,9.791,0.625,4.336,180,0.781,9.287,9.113,92.871,0.0
A2,62,6,1010.547,233,7.855,9.336,0.625,4.922,180,0.938,9.336,9.139,92.09,0.0
A2,62,7,1011.426,225,8.539,9.905,0.547,5.273,184,0.781,9.58,9.148,90.137,0.0
A2,62,8,1012.292,238,7.172,8.766,0.625,5.273,186,1.094,9.629,9.168,88.574,0.0
A2,62,9,1013.11,219,6.603,8.311,0.625,5.625,181,0.938,9.678,9.208,89.063,0.0
A2,62,10,1013.708,219,7.855,8.994,0.547,5.508,180,0.781,10.068,9.245,88.086,0.0
A2,62,11,1014.026,201,5.579,7.855,0.469,5.156,177,0.781,9.971,9.331,88.281,0.0
A2,62,12,1014.514,210,5.009,6.034,0.469,5.391,176,0.781,10.459,9.43,84.961,0.0
A2,62,13,1014.941,181,5.351,6.262,0.547,6.328,163,0.625,10.508,9.617,85.742,0.0
A2,62,14,1015.344,177,7.514,9.108,0.469,5.625,176,0.625,10.361,9.525,87.891,0.0
A2,62,15,1015.906,189,7.514,8.766,0.469,5.625,176,0.781,10.215,9.445,88.77,0.0
A2,62,16,1016.284,193,7.969,9.905,0.547,4.805,167,0.781,10.117,9.849,89.355,0.0
A2,62,17,1016.687,198,8.197,10.588,0.547,4.102,165,0.625,10.215,9.836,88.77,0.0
A2,62,18,1016.895,188,7.059,9.791,0.547,3.867,190,0.781,10.166,9.619,90.137,0.0
A2,62,19,1017.297,185,8.083,10.816,0.547,4.102,172,0.781,9.922,9.379,91.309,0.0
A2,62,20,1017.639,197,9.108,12.751,0.469,4.688,180,0.781,9.922,9.254,91.211,0.0
A2,62,21,1018.164,197,10.702,13.662,0.625,3.164,195,0.938,9.922,9.3,91.211,0.0
A2,62,22,1018.213,199,11.726,15.256,0.703,3.281,186,0.938,9.922,9.265,91.602,0.0
A2,62,23,1018.274,193,11.954,14.345,0.703,3.516,186,0.938,9.727,9.199,92.48,0.0
A2,63,0,1018.481,180,12.068,14.003,0.625,3.75,190,0.781,9.678,9.413,91.699,0.0
A2,63,1,1018.64,179,14.573,17.76,0.625,4.102,181,0.938,9.629,9.395,91.504,0.0
A2,63,2,1018.713,174,15.028,18.329,0.781,4.219,180,1.094,9.678,9.282,90.918,0.0
A2,63,3,1018.823,193,18.329,25.274,0.938,4.102,169,1.719,9.141,9.161,93.457,0.0
A2,63,4,1018.945,178,12.409,20.265,1.016,4.102,184,1.406,9.482,9.133,92.09,0.0
A2,63,5,1018.884,182,13.434,17.191,1.016,3.867,184,1.25,9.629,9.133,89.551,0.0
A2,63,6,1019.043,183,11.954,16.053,0.938,3.516,186,1.094,9.678,9.164,89.551,0.0
A2,63,7,1019.495,184,9.563,12.182,0.859,3.398,183,1.094,9.824,9.393,88.574,0.0
A2,63,8,1019.666,178,10.246,12.068,0.781,3.281,187,0.938,9.775,9.245,88.965,0.0
A2,63,9,1019.885,184,10.132,13.206,0.703,3.398,184,0.938,9.727,9.287,89.551,0.0
A2,63,10,1020.081,179,11.043,14.573,0.625,3.398,184,0.625,9.971,9.241,86.426,0.0
A2,63,11,1020.3,170,10.474,13.32,0.625,3.281,170,0.938,9.922,9.304,87.012,0.0
A2,63,12,1020.325,166,11.385,16.622,0.547,3.75,166,0.781,9.971,9.402,88.672,0.0
A2,63,13,1020.618,164,12.182,16.394,0.547,3.867,165,0.781,10.068,9.351,89.453,0.0
A2,63,14,1020.752,161,12.979,16.394,0.703,3.984,163,0.938,10.117,9.276,90.43,0.0
A2,63,15,1020.776,156,12.979,15.711,0.781,4.102,170,0.938,10.166,9.241,90.137,0.0
A2,63,16,1020.496,162,10.929,13.889,0.859,3.867,173,1.094,10.117,9.309,89.844,0.0
A2,63,17,1020.764,166,11.726,14.686,0.703,3.633,170,0.938,10.117,9.364,89.453,0.0
A2,63,18,1020.923,170,10.929,13.434,0.859,3.398,173,0.938,10.166,9.309,87.988,0.0
A2,63,19,1020.874,158,10.019,12.523,0.859,3.164,177,1.094,10.02,9.441,88.379,0.0
A2,63,20,1021.277,167,10.702,12.865,0.703,3.281,184,0.781,10.215,9.435,87.988,0.0
A2,63,21,1021.289,164,11.726,13.776,0.625,3.164,193,0.781,10.166,9.36,88.867,0.0
A2,63,22,1021.472,163,10.702,13.206,0.547,3.047,183,0.625,10.166,9.276,89.16,0.0
A2,63,23,1021.716,159,10.588,13.32,0.547,3.398,187,0.781,10.215,9.342,88.574,0.0
A2,64,0,1021.619,164,8.083,11.612,0.547,3.281,166,0.469,10.313,9.291,89.063,0.0
A2,64,1,1021.79,166,9.449,12.865,0.469,3.516,166,0.469,10.313,9.238,88.965,0.0
A2,64,2,1021.997,153,7.4,10.474,0.469,3.633,166,0.781,9.971,9.238,90.918,0.0
A2,64,3,1022.253,144,9.791,12.068,0.547,3.867,169,0.781,9.971,9.28,90.723,0.0
A2,64,4,1022.034,148,11.271,14.003,0.547,3.867,179,0.625,10.117,9.324,91.016,0.0
A2,64,5,1022.119,160,11.954,15.256,0.625,3.516,176,0.938,10.02,9.291,91.992,0.0
A2,64,6,1022.546,159,12.296,15.939,0.781,3.164,176,0.781,10.02,9.375,92.578,0.0
A2,64,7,1022.595,160,13.662,17.419,0.859,3.164,180,1.094,9.873,9.26,94.434,0.0
A2,64,8,1022.62,167,14.686,18.329,0.859,3.164,177,1.094,9.873,9.249,95.41,0.0
A2,64,9,1022.803,172,14.573,18.102,0.938,3.281,159,1.25,9.873,9.256,95.41,0.0
A2,64,10,1023.376,175,13.889,18.443,0.859,3.398,169,1.25,9.873,9.234,95.41,0.0
A2,64,11,1023.645,176,14.8,19.24,0.938,3.516,176,1.094,9.873,9.247,95.703,0.0
A2,64,12,1023.816,164,12.409,16.28,0.859,3.516,172,1.719,9.824,9.269,95.801,0.0
A2,64,13,1024.048,165,14.003,19.468,0.781,3.867,165,0.938,9.922,9.282,95.508,0.0
A2,64,14,1024.377,169,14.686,17.305,0.781,4.219,169,1.25,10.068,9.305,94.922,0.0
A2,64,15,1024.756,169,14.686,18.329,0.859,4.336,172,1.094,10.068,9.406,94.824,0.0
A2,64,16,1024.695,168,14.573,18.216,1.016,4.453,167,1.25,10.068,9.435,93.75,0.0
A2,64,17,1024.829,167,13.776,18.216,1.094,4.219,173,1.406,10.117,9.322,91.895,0.0
A2,64,18,1024.805,177,12.979,16.963,1.172,3.867,176,1.563,10.068,9.377,91.309,0.0
A2,64,19,1024.939,175,12.296,17.077,1.094,3.75,174,1.719,9.922,9.419,91.895,0.0
A2,64,20,1025.537,178,11.726,14.8,1.094,3.633,170,1.406,9.971,9.326,90.82,0.0
A2,64,21,1025.562,177,12.409,15.483,1.016,3.516,190,1.25,9.873,9.294,90.625,0.0
A2,64,22,1025.781,180,12.865,15.711,0.859,3.398,179,1.094,9.824,9.256,90.918,0.0
A2,64,23,1026.013,179,12.979,17.305,0.859,3.398,184,0.938,9.678,9.241,92.285,0.0
A2,65,0,1026.221,184,12.865,16.849,0.781,3.516,174,1.094,9.482,9.225,94.238,0.0
A2,65,1,1026.55,185,14.345,17.988,0.781,3.75,181,0.938,8.701,9.241,96.094,0.0
A2,65,2,1026.868,178,13.776,17.191,0.781,3.984,181,1.094,8.604,9.229,96.68,0.0
A2,65,3,1026.953,175,14.573,17.874,0.859,4.336,186,1.25,8.799,9.227,96.777,0.0
A2,65,4,1026.892,180,14.914,19.468,0.938,4.453,172,1.094,8.945,9.229,95.41,0.0
A2,65,5,1026.855,188,13.206,18.785,1.016,4.219,179,1.406,9.287,9.28,92.48,0.0
A2,65,6,1027.075,175,13.206,17.077,1.016,3.867,180,1.406,9.189,9.278,93.848,0.0
A2,65,7,1027.075,162,11.499,15.142,0.859,3.516,183,1.25,9.189,9.245,95.117,0.0
A2,65,8,1026.88,175,12.523,15.256,0.781,3.398,181,0.938,10.166,9.263,82.617,0.0
A2,65,9,1027.075,172,12.296,15.256,0.781,3.281,190,1.25,9.531,9.25,92.383,0.0
A2,65,10,1027.087,172,12.068,14.459,0.625,3.398,180,0.781,9.58,9.247,92.188,0.0
A2,65,11,1026.929,175,12.068,14.573,0.703,3.281,186,1.094,9.678,9.234,92.188,0.0
A2,65,12,1027.075,171,11.499,14.686,0.625,3.398,165,0.781,9.678,9.276,92.188,0.0
A2,65,13,1027.014,184,11.043,14.686,0.547,3.516,173,0.781,9.873,9.296,90.918,0.0
A2,65,14,1026.794,178,15.369,17.419,0.547,3.867,180,0.781,10.215,9.335,87.207,0.0
A2,65,15,1026.416,171,13.662,16.622,0.625,4.102,180,0.938,10.068,9.366,89.941,0.0
A2,65,16,1026.245,174,13.092,16.053,0.781,4.453,174,0.938,10.02,9.434,91.016,0.0
A2,65,17,1025.891,174,12.865,15.711,0.859,4.219,184,1.25,10.068,9.452,92.188,0.0
A2,65,18,1025.574,189,13.662,17.646,0.781,3.633,177,1.094,10.068,9.454,93.262,0.0
A2,65,19,1025.391,182,10.474,15.711,0.859,3.398,188,1.563,9.873,9.344,93.457,0.0
A2,65,20,1025.195,191,10.588,14.8,0.859,3.398,186,1.094,9.824,9.362,93.75,0.0
A2,65,21,1025.073,176,12.523,15.369,0.781,3.281,200,0.781,9.678,9.342,94.141,0.0
A2,65,22,1024.902,189,11.043,15.142,0.703,3.281,193,0.781,9.336,9.28,95.117,0.0
A2,65,23,1024.841,185,10.588,13.776,0.703,3.164,200,0.938,9.336,9.247,96.094,0.0
A2,66,0,1024.463,169,11.043,12.979,0.703,3.281,187,0.781,9.531,9.234,94.922,0.0
A2,66,1,1024.133,158,8.539,11.385,0.625,3.398,180,0.781,9.434,9.25,94.727,0.0
A2,66,2,1023.547,180,6.945,10.246,0.547,3.633,177,0.781,9.678,9.26,94.434,0.0
A2,66,3,1023.083,153,8.311,10.929,0.469,3.75,170,0.469,9.629,9.269,94.238,0.0
A2,66,4,1022.522,140,7.286,9.791,0.469,3.984,165,0.625,9.531,9.241,94.336,0.0
A2,66,5,1022.046,146,4.326,5.579,0.469,3.867,163,0.781,9.434,9.23,94.824,0.0
A2,66,6,1021.484,204,7.286,9.449,0.469,3.633,170,0.781,9.092,9.298,95.117,0.0
A2,66,7,1020.874,174,8.083,9.677,0.469,3.398,176,0.469,8.994,9.238,96.094,0.0
A2,66,8,1019.751,167,7.286,8.652,0.547,3.398,193,0.781,8.701,9.249,96.387,0.0
A2,66,9,1018.958,153,8.766,10.702,0.547,3.281,191,0.625,9.043,9.316,96.289,0.0
A2,66,10,1018.164,171,11.385,14.345,0.625,3.281,194,0.781,10.215,9.32,82.617,0.0
A2,66,11,1017.297,159,11.043,14.117,0.469,3.633,186,0.625,9.971,9.353,85.352,0.0
A2,66,12,1016.528,174,11.612,14.117,0.469,3.867,177,0.625,10.557,9.344,80.273,0.0
A2,66,13,1015.845,181,13.32,17.077,0.469,3.398,163,0.625,10.508,9.338,82.422,0.0
A2,66,14,1015.491,183,14.573,20.379,0.547,3.516,163,0.781,9.922,9.349,89.844,0.0
A2,66,15,1014.99,171,15.711,18.785,0.703,3.984,172,0.938,9.629,9.38,94.727,0.0
A2,66,16,1014.221,159,14.003,16.963,0.859,4.57,176,1.406,9.629,9.289,94.922,0.0
A2,66,17,1014.063,176,16.394,21.745,0.859,4.453,179,1.25,9.678,9.282,94.434,0.0
A2,66,18,1013.782,192,17.419,22.656,1.016,4.336,176,1.563,9.629,9.285,94.629,0.0
A2,66,19,1013.574,195,17.077,23.225,1.172,3.984,177,1.563,9.824,9.272,92.871,0.0
A2,66,20,1013.477,202,13.776,20.151,1.406,3.984,174,1.875,9.678,9.267,92.188,0.0
A2,66,21,1013.086,204,13.776,17.76,1.328,3.867,179,1.875,9.727,9.282,92.383,0.0
A2,66,22,1013.245,220,14.459,17.191,1.25,3.75,179,1.563,9.678,9.302,92.383,0.0
A2,66,23,1013.44,240,11.157,13.548,1.016,3.75,190,1.25,9.678,9.265,86.23,0.0
A2,67,0,1013.708,264,13.092,17.191,0.859,3.75,193,1.094,9.287,9.247,88.184,0.0
A2,67,1,1014.075,267,13.776,19.354,0.859,3.398,236,1.406,9.238,9.254,86.133,0.0
A2,67,2,1014.6,257,17.305,22.2,0.938,3.516,243,1.25,8.896,9.263,86.035,0.0
A2,67,3,1014.807,263,17.533,20.72,0.781,3.75,229,1.094,8.506,9.272,85.84,0.0
A2,67,4,1015.015,267,18.329,22.883,0.703,3.867,222,1.25,8.359,9.256,85.742,0.0
A2,67,5,1015.369,259,14.573,17.533,0.703,3.867,228,0.938,8.213,9.234,84.375,0.0
A2,67,6,1015.564,253,13.206,16.28,0.781,3.867,221,0.938,8.262,9.236,85.254,0.0
A2,67,7,1016.064,256,11.499,14.573,0.781,3.633,229,1.25,8.408,9.344,81.836,0.0
A2,67,8,1016.357,249,10.132,12.979,0.781,3.398,224,0.938,8.555,9.26,78.125,0.0
A2,67,9,1016.479,224,8.083,9.905,0.703,3.398,211,1.094,8.75,9.316,75.293,0.0
A2,67,10,1016.455,231,9.677,11.271,0.703,3.633,186,1.094,8.896,9.388,75.098,0.0
A2,67,11,1016.455,221,8.88,10.474,0.703,3.633,181,1.406,8.994,9.47,77.246,0.0
A2,67,12,1016.345,206,6.945,9.449,0.625,3.867,180,0.625,9.092,9.357,79.004,0.0
A2,67,13,1016.162,217,9.563,12.637,0.547,3.984,172,0.625,8.945,9.39,76.953,0.0
A2,67,14,1015.955,198,10.132,12.409,0.547,3.75,173,0.625,9.385,9.457,72.949,0.0
A2,67,15,1016.321,193,9.449,11.043,0.469,3.75,172,0.625,9.092,9.547,78.906,0.0
A2,67,16,1016.284,212,9.791,11.499,0.469,3.984,179,0.625,9.287,9.527,80.859,0.0
A2,67,17,1016.125,194,10.702,12.751,0.469,4.219,177,0.625,8.945,9.393,77.148,0.0
A2,67,18,1016.272,193,7.969,10.246,0.469,3.984,191,0.625,9.043,9.404,80.566,0.0
A2,67,19,1016.345,200,7.969,9.336,0.547,3.75,187,0.781,8.848,9.525,82.52,0.0
A2,67,20,1016.699,216,7.286,9.222,0.547,3.516,174,0.625,9.287,9.503,78.711,0.0
A2,67,21,1016.516,215,8.652,11.043,0.547,3.398,183,0.781,9.092,9.353,82.422,0.0
A2,67,22,1016.492,225,9.449,12.296,0.469,3.633,176,0.625,9.189,9.302,84.57,0.0
A2,67,23,1016.748,280,11.271,13.092,0.547,3.516,187,0.625,9.238,9.291,73.535,0.0
A2,68,0,1016.614,287,13.548,15.597,0.625,3.398,204,0.781,8.799,9.296,72.363,0.0
A2,68,1,1016.675,292,11.385,13.548,0.547,3.398,215,0.625,8.506,9.272,75.098,0.0
A2,68,2,1017.041,288,11.043,12.979,0.625,3.281,238,0.781,8.262,9.28,75.879,0.0
A2,68,3,1017.261,292,12.637,14.573,0.625,3.398,235,0.781,8.018,9.287,79.102,0.0
A2,68,4,1017.725,290,11.157,13.434,0.547,3.398,246,0.625,7.529,9.285,82.031,0.0
A2,68,5,1018.225,291,9.677,11.954,0.469,3.398,243,0.469,7.334,9.293,85.645,0.0
A2,68,6,1018.616,297,9.677,11.612,0.469,3.398,240,0.625,7.285,9.272,86.035,0.0
A2,68,7,1019.006,304,9.563,11.271,0.469,3.164,243,0.469,7.676,9.291,82.91,0.0
A2,68,8,1019.324,307,7.4,10.246,0.469,3.281,229,0.625,7.48,9.296,80.762,0.0
A2,68,9,1019.714,299,8.539,10.246,0.547,3.398,235,0.781,7.578,9.342,81.055,0.0
A2,68,10,1019.8,310,7.172,8.766,0.547,3.398,229,0.625,7.676,9.415,81.641,0.0
A2,68,11,1019.971,315,7.286,8.539,0.547,3.633,226,0.625,7.773,9.47,80.469,0.0
A2,68,12,1020.19,326,4.099,6.831,0.469,3.75,221,0.625,8.213,9.382,79.199,0.0
A2,68,13,1020.203,341,2.505,5.009,0.547,3.516,240,0.625,8.652,9.538,72.754,0.0
A2,68,14,1020.081,66,2.163,3.302,0.469,3.398,243,0.781,8.799,9.516,71.094,0.0
A2,68,15,1019.934,71,3.871,4.554,0.469,3.75,174,0.781,8.848,9.743,71.875,0.0
A2,68,16,1020.093,62,4.212,5.009,0.313,3.633,150,0.469,8.848,9.796,72.266,0.0
A2,68,17,1020.166,67,3.871,5.009,0.313,4.219,148,0.625,8.945,9.89,70.02,0.0
A2,68,18,1020.398,89,4.212,4.895,0.313,4.102,153,0.469,8.994,9.908,71.191,0.0
A2,68,19,1021.106,58,1.252,4.326,0.313,4.453,145,0.781,8.994,9.639,71.484,0.0
A2,68,20,1021.545,107,1.594,2.277,0.313,4.102,153,0.469,8.701,9.803,76.367,0.0
A2,68,21,1021.826,66,1.025,1.48,0.313,4.219,159,0.313,8.115,9.512,81.25,0.0
A2,68,22,1021.692,355,1.594,2.277,0.234,4.453,160,0.0,8.604,9.377,81.152,0.0
A2,68,23,1021.594,76,3.415,4.554,0.313,4.336,183,0.469,8.555,9.338,81.445,0.0
A2,69,0,1021.265,29,2.732,3.757,0.313,4.336,166,0.313,8.555,9.348,81.445,0.0
A2,69,1,1021.045,53,5.123,6.262,0.313,4.688,179,0.0,8.652,9.333,80.176,0.0
A2,69,2,1020.898,32,3.985,5.692,0.234,4.688,169,0.0,8.652,9.311,80.859,0.0
A2,69,3,1020.728,31,5.237,6.034,0.313,4.688,148,0.0,8.701,9.316,82.129,0.0
A2,69,4,1020.789,23,4.782,6.034,0.234,4.922,143,0.0,8.701,9.307,83.496,0.0
A2,69,5,1020.728,20,5.579,7.172,0.234,5.039,159,0.0,8.75,9.34,85.742,0.0
A2,69,6,1020.85,18,5.009,6.717,0.234,4.805,145,0.0,8.75,9.349,86.426,0.0
A2,69,7,1020.63,13,4.668,6.603,0.234,4.57,146,0.0,8.848,9.357,86.328,0.0
A2,69,8,1020.544,29,4.326,5.123,0.234,3.867,115,0.0,9.189,9.373,80.469,0.0
A2,69,9,1020.154,65,6.717,8.425,0.156,4.336,143,0.0,9.434,9.41,78.418,0.0
A2,69,10,1019.507,59,6.262,7.172,0.234,4.688,160,0.0,9.287,9.49,82.617,0.0
A2,69,11,1018.701,68,6.489,7.514,0.234,4.453,167,0.0,9.434,9.554,87.402,0.0
A2,69,12,1018.127,78,5.92,6.831,0.234,4.688,177,0.0,9.775,9.598,84.57,0.0
A2,69,13,1017.725,89,8.425,10.36,0.234,4.336,155,0.0,9.727,9.536,77.832,0.0
A2,69,14,1017.249,84,8.652,10.019,0.234,4.219,155,0.0,9.629,9.602,78.223,0.0
A2,69,15,1016.516,58,6.945,8.766,0.234,3.281,135,0.0,9.336,9.706,83.496,0.0
A2,69,16,1015.881,67,9.108,10.474,0.469,3.398,117,0.938,9.385,9.728,81.836,0.0
A2,69,17,1015.356,65,9.791,11.612,0.469,2.93,97,0.469,9.58,9.76,83.594,0.0
A2,69,18,1015.076,59,8.652,10.132,0.469,3.164,89,0.625,9.824,9.661,82.813,0.0
A2,69,19,1014.783,56,9.449,11.043,0.391,2.93,97,0.469,9.873,9.516,84.766,0.0
A2,69,20,1014.673,63,5.692,9.677,0.391,2.813,104,0.313,10.068,9.545,83.887,0.0
